ID,label,description,,
1609072638,1,Montana-DisabledNurse IVcertLPN-IntractablePainPt CrazyCatLady-NavyVetWife ArmyMom-NavyBrat-Support2A #PainCareCrisis #SuicideDue2Pain #ViolationOfANation,,
3379520967,5,Highly sought after Nutrition Coach with 14 years of experience delivering the BEST fitness & nutrition advice no matter what your lifestyle! #bonvie,,
326347143,2,I'm peruvian Medical Doctor .  Master in Public Health (MPH) and Master of Science in Health Administration (MSHA). Sauver ou Perir,,
599947981,2,a doctor ranting out at a place where anonymity is a gift ðŸ˜€,,
255368927,2,Medical Doctor. Born in South Korea .  but raised in Dominican Republic. God's Believer..,,
83746358,5,Nutricionista Esportiva e EstÃ©tica/Personal Diet . Mestre em CiÃªncias do ExercÃ­cio e do Esporte/UERJ,,
144908088,2,Doctor's prescriptions are filled accurately and a 10 minute prescription service is guaranteed. South Plainfield's #1 Pharmacist,,
945264481,2,The Doctors.ae is a very informative site according to reach the doctors in UAE,,
281537698,3,Inspire .  Inform .  Guide â€“ ADEA GoDental is an initiative of @adeaweb. We provide students pursuing dentistry and dental hygiene with what they need to succeed.,,
111409193,5,Sociedade Brasileira de NutriÃ§Ã£o Enteral e Parenteral - CapÃ­tulo Rio de Janeiro,,
2963942246,1,â˜¤ Nurse â˜¤ BScN Student / Healthy Living / Nature & Wildlife Lover / I Believe,,
3571304775,5,The coolest integrative health & wellness conferences ever! Movement + Mindfulness + Nutrition + Lifestyle  Strategies 4 Chronic Illnesses = Wellapaloozaâ„¢,,
2282512910,2,Complete Hospital Management Company- Founded by 4 PadmaShri Doctors & @ipeglobal. .  . We currently manage 10 Hospitals(2000Beds) in India .  . http://t.co/plHJS0OwL6,,
7.85E+17,3,Born in South Africa .  living in California! Dentist by profession. ðŸŒ‰Proud mum of 3 ðŸ¶ðŸ¶ðŸ¶,,
38264412,5,Registered Dietitian/Nutritionist .  Health Coach .  Meal Prep Extraordinaire .  Writer,,
384320930,5,Nutritional consultancy company.  . Supprting clients wanting take control their health through diet and lifestyle.  . Visit our website . ,,
2433662844,2,The first app of instant messaging to connect doctors around the world. Created and developed by physicians for physicians.,,
302903614,4,WONDERFUL CHILD OF GOD .  VERY FRIENDLY .  HAPPILY MARRIED AND A PRACTICING PHARMACIST,,
116475992,2,@RNOHnhs Dr .  @StreetDoctors .  @BASEM_uk exec. Sinophone. Co-Founder @NUSEMS1. Enjoys laughter/music/art/martial arts/tigers/cooking. Change is the only constant.,,
2847558321,8,Med Student .  UNICAH .  Salesiano .  Ad-Astra,,
263366084,5,(Drug-Nutrient Research) - (Alternative Treatment Research) .  .  .  .  We provide and document access to 1 . 000s of refernces to improve patient care.,,
155340833,5,I sell great household products .  vitamins .  make-up .  jewelry .  energy drinks .  sports nutrition. I started this business to pay my way through college.,,
39358723,5,Tips on health .  nutrition .  and stress reduction directly from the nation's premier health coaches.,,
1322989746,3,Dr. Dixon takes pride in producing beautiful smiles .  using a combination of cosmetic . general .  preventative & restorative dentistry. Located in Sorrento Valley,,
1653324632,5,A non-profit website dedicated to helping others achieve their nutritional and fitness goals by providing access to practical nutritional information.,,
33775739,1,School Nurse .  Public Health Advocate,,
494801202,1,critical care nurse .  daughter .  mom .  wife .  shameless goof,,
114972932,4,Assoc Prof .  Dean .  Lecturer and Pharmacist:  . School of Pharmacy Management & Science University (MSU) Malaysia,,
569006186,5,In PLANET NUTRITION we believe in innovation .  quality .  honesty .  health awareness and high customer service.,,
4130618473,1,wife. mommy. nurse. detailed. over thinker. nerd. allergic to everything. overly empathetic. 100% genuine.,,
9.57E+17,8,Medical student @ NUCOM,,
205013563,1,Nerd .  Nurse .  Wacky Neighbor . ,,
818257514,2,We educate tomorrow's physicians and health care leaders through community partnership to improve the health of Kansans. #JayhawkDocs #WeDoctorKS,,
274383930,8,I'm a medical student of North Sumatra University now!! Yiiihaaa~!! Stambuk '11 hahaha.,,
1259983321,2,Retail & wholesale #MedicalSupplies and #Healthcare Products from top brands in the industry for Patients .  s .  Doctors .  Healthcare Facilities.,,
77627623,1,I help bring beautiful babies into this world...... Gotta love being a nurse,,
456747600,5,Interactive Game aim to fight obesity by training people about the benefits of nutrient dense foods and organic agriculture. tweets by @quickesq & @rcardoza2784,,
14243046,8,We are the trade union and professional body for s and medical students in the UK.,,
9.44E+17,6,Matser of Food technologist,,
379496464,1,I have been married for over 27 years .  mother of 5 and grandmother of 3.  I have enjoyed being a nurse for over 25 years and specialize in wound care .  Blogger!,,
599205738,5,Nutrition and Food Science,,
9.86E+17,2,An AmbivertðŸ˜‰ðŸ˜‰ . Foodie .  a book addict .  a Naturopathic ðŸŒ´ðŸŒ³ðŸŒ²ðŸŒ± doctor in a bit.,,
454146496,2,Medical Doctor . PhD (Endocrinology),,
38698995,5,Dermatologist-BellaNutri hair/skin supplement .  Steve Harvey show . FOX News . Chris Rock Good Hair Movie . Russ Parr . Hype Hair . Sister to Sister . WBLS/NY .  DC/MD radio.,,
75367432,2,Believer | Soldier | Tooth Doctor at @37milhosp | ðŸ’ @awuiwenyueia | ðŸ‡¬ðŸ‡­ Air Force âœˆï¸ | Interests: ðŸ¦· ðŸ§¬ ðŸ¥¼ðŸ¦  ðŸ”¬ ðŸ§ªðŸŽ¾ ðŸ€,,
865525056,5,Caring nutritionist who inspires healthy lifestyle  and wellness ðŸ’«ðŸ’«,,
1358208116,7,Husband .  Father .  Firefighter .  Paramedic .  Educator .  and lover of life. The opinions expressed are my own and are not specifically the opinions of my employers!,,
76739929,2,Medical Doctor,,
29699933,1,Navigator .  Investigator .  Healthcare Reformer .  Nurse Practitoner.,,
406793448,4,Pharmacist ðŸ’Š vocalist ðŸŽ¤ photographer ðŸ“· and a computer nerd ðŸ’». Extrovert with awesome hair (and beard). Follow https://t.co/xkthWYUwZN,,
133832523,2,naturopathic doctor .  clinic owner | https://t.co/FdqhExaDrG,,
1.08E+18,2,Doctor of pharmacyðŸ¥¼ðŸ’Š,,
35677580,8,Med Student .  Teacher .  Humanist .  Survivor of Spinal Injury,,
2363763883,1,Nurse & Young Educator #Researcher in Nursing & Caring Science .  Teaching and Learning .  Adolescent & Men's Health .   Informatics .  Community & Environmental Health,,
2189008591,2,Clinical Psychology Doctoral Student at UCDenver,,
3270132552,5,Nationally syndicated - your source for the latest #health .  #wellness .  #medical .  #nutrition .  #fitness .  #podcast .  #HealthTips. by Executive Medicine of Texas,,
277152201,5,One persons food maybe someone else poison! I'm your Clinical Dietitian Genie... .  . I normally don't count calories .  I prefer counting the nutrients...,,
1.20E+18,8,Medical student crazy and fun,,
2355504066,4,Assistant Lecture of Pharmacology & Toxicology  .  Hospital Pharmacist  .  Pharmacologist  .  Toxicologist  .  Entrepreneur And Finally A Dreamer.,,
459973407,5,Innovating and motivational tweets about physical therapy .  strenght and cond. .  sports .  mindfullness and nutrition. Out of the box. {fysiotherapie}.,,
29184157,1,Hematology-Oncology nurse practitioner specializing in multiple myeloma .  amyloidosis .  and oncology supportive care who also has a passion for irish dancing.,,
1475401632,8,Medical student,,
308717902,8,Naturopathic Medical StudentðŸŒ±| Lover of all things Fertility .  Pregnancy & PostpartumðŸ¤°ðŸ¾ðŸ¤±ðŸ¾| #NormalizeBreastfeeding ðŸ¤±ðŸ¾| #BlackMamasMatterâœŠðŸ¾,,
2377696778,5,Fitness. Nutrition. Excercise. Diet. Happiness. Family. Fashion. Spirit.,,
770672456,1,http://t.co/oRirUuiXCR nurse who loves her job and her family .  friends and nurse colleagues. Color me proud!,,
1268624616,5,We are your single source for nutritional health and education. Our scientists are experts in international nutrition & are engaged in current health research.,,
129698765,2,Medical Doctor .  Gamer .  Beach lover! PTT: 30*6*479799,,
9.99E+17,2,family medicine doctor .  simple . born to help  .  interested in diabetes prevention  .  CEO of https://t.co/YcVh9Uozws,,
7.13E+17,2,Unique Offline #apps to search #syringedriver compatibility and more #palliativecare. #s #doctors #hospice #medicine #nhs #healthcare #palliate #opioids.,,
2433504605,1,Audiometry/Spirometry . Health and Safety Nurse.,,
47210859,3,General Dentistry .  Dental Sleep Medicine provider and lecturer .    Adjunctive Assistant Dartmouth Medical School .  Dental Staff DHMC,,
352746369,5,As a scientist .  handled $45 million in research grants in the last 20 years & led the  research team that pioneered the relationship between nutrition and HIV.,,
2874693617,1,Mom to ðŸ‘¦ðŸ½ðŸ‘©ðŸ½ðŸ‘§ðŸ½ |Asst Prof @RutgersU #WomensHealth #NursePractitioner @PennMedicine| #Author @JBLearning | #IBCLC #GirlScoutMom #ScarletForever #MyOpinions,,
588803760,8,MI---OH---DC. NEOMED med student .  interested in ENT. AMA advocacy fellow. Health policy. Very stoic .  no fun .  no jokes. HMU if you're grassroots. Views my own.,,
2849620443,5,Amber Riley .  RN .  NP-C & Brendan Riley .  Nutrition Coach: Disease IS reversible!! :) Clean Body = Clean Health! Learn how to live a long .  healthy .  happy life :D,,
420516748,5,Registered dietitian. MSc (nutrition). PhD student @helsinkiuni,,
292704116,4,#Young #Pharmacist  || #Simple easy going || Mengalir Laksana Air Ï‘i Sungai || Don't forgotten of History || #Culture ||,,
42569655,2,Medical Doctor/Coronary stent researcher,,
17592757,5,Leader in #Organic #Wheatgrass Juice Supplements .  #Green Nutrition .  and Premium #Superfood formulas. Serving thousands of satisfied customers since 1996.,,
3147885789,4,Ahmed I Yakasai is an accomplished pharmacist/independent consultant with comprehensive background in pharmaceutical field with over 36 years experience.,,
20731333,2,Board certified doctors and welcoming staff. .  . An average wait of 15 min. .  . 1/2 the cost of an ER!,,
1.19E+18,8,International med student based in ðŸ‡·ðŸ‡º. Doing different stuff  .  making memes and posting it ðŸ¤·ðŸ»â€â™€ï¸,,
497702454,2,Doctor @ SSIMS & RC,,
971302722,2,DoctorDoodle helps people understand medical topics. Our doctors have transformed complexed medical topics into simple doodles.,,
2750946014,2,MDNews is the premier local market .  business & practice management publication for doctors and physicians in the Portland area.,,
384494214,5,Educadora de Preescolar y NutriÃ³loga,,
179902708,5,Lebanese Licensed Clinical DietitianAUBMC https://t.co/bO53sjGzdu-Radio-Media Nutrition Expert.Winner of AUBMC Dean's Award((2017)&Service Excellence Award(2014),,
232941865,2,I am Ayurvedic Doctor. My education is BAMS.,,
1.19E+18,1,Primary / Urgent Care Nurse. Leader. Thinker. Creator. Musician. Dreamer. Adventurer. Hopeful. Optimist. Human. Thoughts are my own.,,
77676338,2,Medical Doctor. CEO/Founder of Webomena Health.,,
2182036287,2,Medical doctor and gynecologist once up on a time. . Run for survival,,
130404679,2,Medical Doctor/Pharmacist #medtwitter #MedED #IDtwitter #microbiologyðŸ”¬ ðŸ¦  ðŸ§¬ ðŸ’Š Tweets are my own ðŸ¤ŸðŸ»,,
241324499,5,Achieving my goals using proven home fitness programs .  easy-to-follow meal plans and nutrition advice .  financial incentives .  and a support system like no other!,,
20852111,2,A doctor wanting to help make the world a better place for everyone .  one step at a time | Dyslexic | INFJ,,
1000736648,1,Pofessional nurse for 30 years now retired,,
65997914,8,Medical Student .  Mad Scientist .  Human Rights Activist .  Fighter for a Free and Equal World,,
2891970154,5,Cardiologia ClÃ­nica .  Risco CirÃºrgico .  Cardiopediatria .  Ritmologia .  Cardiologia Esportiva .  NutriÃ§Ã£o. Marque sua consulta no (61)33461288,,
44359921,5,Licensed Dietician/Nutritionist,,
303262551,1,Nurse Scientist at @Intermountain Healthcare .  Consumer Health Informatics Specialist .  Nursing and Informatics educator .  #eHealth and #nursing researcher.,,
9.87E+17,1,Nurse Practitioner @University of Nigeria Teaching Hospital Italy Ozalla. Enough Nigeria.,,
373022009,2,Medical Conference .  Publication .  Collaboration .  International Doctors Observership .  Consultancy .  Medical Summer School .  Research Fund Application .  Product Trade,,
1183977565,4,Pharmacist . Coordinator Health shops and pharmaceutical liaisons Sandoz Zambiaâ˜†,,
34592711,2,Since PhDs are called Doctor why aren't you calling me Master? . M'sian in SA .  former biotech/pharma vaccine dev .  back in grad school for TB. VACCINES SAVE LIVES,,
385262781,1,The Australian College of Nurse Practitioners (ACNP) is the peak organisation for nurse practitioners advancing nursing practice and access to health care.,,
137014047,5,NutriciÃ³n ClÃ­nica PediÃ¡trica. InvestigaciÃ³n clÃ­nica. #HRAEB. A veces docente .  siempre aprendiendo. La que soy .  no cabe aquÃ­. Tuits son opiniones personales.,,
194064121,2,A pakistani origin doctor from GCC. I can read people just like neo could read programs by looking at them.,,
3312462019,5,Nutritionist ðŸðŸ’ªðŸ»ðŸ¥‘,,
83712224,5,I am an RD who keeps track of the latest research and information concerning nutrition,,
38873000,4,New York City Society of Health-systems Pharmacists,,
1.26E+18,8,By mercy of lord Krishna I am his servent as medical student(medico).curious in knowing new things...devotee of lord Krishna.skill development is my priority,,
202848826,1,NHS Nurse .  UTB,,
1037532271,5,Nutritionist .  Author .  Fellow of the American Council of Applied Clinical Nutrition . Member of the Canadian Association of Natural Nutritional Practitioners,,
175128312,2,26 â™ï¸ Iâ€™m a Doctor ðŸ‘©ðŸ»â€âš•ï¸â¤ #Trance â¤ï¸,,
2436210446,5,Nutrizione brinda servicios de asesorÃ­a y orientaciÃ³n nutricional para diferentes etapas de la vida y estados de salud,,
461274370,1,Marathon Maniac .  long distance hiker .  soccer fan .  ED RN .  UW-Bothell and UVA Alum .  photovoltaic and electric car owner/enthusiast .  she/her .  #NurseTwitter,,
87956222,1,Nurse. HIV/AIDS Advocate. . In Omnibus Amare et servire Domino.,,
1670177965,8,Medical Student .  Sport Coach .  Model .,,
4724545159,2,Your doctor is out there. @stanford alum and  female POC M.D. founder,,
167006240,3,Health Centered Dentistry,,
2807732767,2,A Doctor~,,
28642309,5,Registered Dietitian & Masters Student in Nutrition,,
220970358,5,321.725.6314  Chiropractor - Board Certified Rehab 2005   McKenzie Practitioner - Lifestyle Health Educator - eCornell Plant-Based Nutrition Certified,,
